Title,Published_date,Views,Likes,Comments
Buri Aadat lag Gayi hai,2022-05-29T14:28:55Z,1870309,133776,2542
Opening the Show at Delhi Times Fashion Week,2022-05-28T08:23:04Z,2366967,151041,2436
Youtube Sent Something after so Long,2022-05-26T12:36:25Z,1583120,120758,1868
Madhu Makkhi Kaat Gayi,2022-05-25T14:32:48Z,1918141,122989,1639
Itne Tejaswi Log hai Humare yaha,2022-05-24T15:17:07Z,1965944,138220,2352
Delhi Railway Station pe Kho Gaye ye Log,2022-05-23T06:47:42Z,2506695,155633,2313
Aaj Nahi Chodunga Isko,2022-05-22T14:08:46Z,2399817,158296,3781
Rashi's 4th Birthday Party in Kanpur,2022-05-21T10:40:28Z,3117468,187719,3631
Rashi's Birthday Celebration in Train,2022-05-20T17:51:29Z,3898766,224853,8505
Aaj ke baad Class mein Whatsapp Nahi Karunga..,2022-05-19T14:37:07Z,2735479,166736,2770
Rashi or Pihu ??,2022-05-18T15:39:59Z,1792528,131767,2878
Aaj Mein School mein Jeet Gayi..,2022-05-17T15:45:20Z,1771238,129236,1961
Kuch Samajh nahi aa raha College Mein,2022-05-16T11:05:53Z,1828034,140325,2849
Making Shark Tank 2.0,2022-05-15T10:43:46Z,2185877,134556,2424
Rashi's First School Performance,2022-05-14T09:19:42Z,2512951,165849,2543
Papa Came back Early from College,2022-05-13T14:00:55Z,1821560,131920,1827
Beech Raat Darr ke Uth Gayi,2022-05-12T15:46:13Z,3132420,173388,3084
"1st Day DU College , Second Semester",2022-05-11T11:18:58Z,2548683,160162,3431
Pepsi Shoot with @badshahlive and @TheOfficialJacquelineFernandez,2022-05-10T09:42:01Z,3315928,211726,3369
Akele Kahi chali gayi thi…,2022-05-09T15:50:06Z,4048899,223050,3284
School Bus Ko Rukwaya,2022-05-09T03:30:01Z,2314053,146015,1536
Rashi ne karwaya Griha Pravesh,2022-05-07T04:12:05Z,2253431,159000,3353
Yeh Biwiya kabhi Khush kyu nahi rehti..,2022-05-05T15:20:43Z,1858817,140433,2472
Meeting Jacqueline for a Cause,2022-05-04T16:47:57Z,2452351,178487,3545
At Special Screening of Heropanti 2,2022-05-03T15:50:52Z,2895511,219424,5975
Mumma Ki  'Haddi' Change Karwni padegi,2022-05-02T15:54:36Z,2388261,157307,2878
Humara Naya Electric Scooter,2022-05-01T16:51:19Z,2144061,157711,2719
Fir se Phone neeche gira diya,2022-04-29T12:12:36Z,8878366,377749,8503
She got her most Loved Gift Back,2022-04-27T15:06:42Z,1885220,132208,2045
Ahmed Khan Sir's Batman Car in India,2022-04-26T16:16:49Z,4540915,230315,2953
Testing Ajay Devgn Sir's Pilot Knowledge,2022-04-25T10:31:10Z,7063344,335966,6233
Exam Pass  ke liye Ab Karna Padega,2022-04-24T16:29:25Z,1459371,101858,2596
Our Fight Dragged to a Court Case,2022-04-23T17:04:19Z,3113970,164231,2532
Sharab pe ke ..Car ke aage Kood gaya,2022-04-21T05:12:20Z,2451716,172776,3138
Caught Red Handed by wife,2022-04-20T03:00:30Z,2169228,154392,5126
Can't Believe She is so Attached to Me,2022-04-17T11:49:54Z,2562200,178900,4007
Pushups with Shilpa Shetty,2022-04-16T04:53:33Z,2465056,160762,2193
Rashi got the Most Beautiful Surprise for me,2022-04-15T09:51:12Z,2213945,149251,3766
Aaj Court mein saare Evidence Submit kar diye,2022-04-14T03:30:01Z,2195602,157062,2371
Naye Ghar mein Padhaare Pehle Guest,2022-04-13T08:45:04Z,4178355,272270,3790
Moving to our New House !,2022-04-12T12:00:01Z,2950602,179309,2613
Bye Bye Lucknow !!,2022-04-11T17:50:39Z,1758737,144278,2624
Iske bharose mat Chodo Mujhe,2022-04-09T17:54:33Z,2018447,147496,2409
Surprise at Mumbai Airport,2022-04-08T09:45:31Z,2443143,150787,2110
Aaj Pehli baar Isne 'Shak' Kiya mere pe,2022-04-07T16:29:21Z,2493048,175147,3030
Bhai agle Semester se Roj Padhai Karenge !,2022-04-05T09:45:44Z,1637451,137524,2767
"Proudly #CreatingForIndia on YouTube, here is a recap of my summary #YouTubePartner #Shorts",2022-04-04T07:04:52Z,1796616,81647,328
Smart Jodi ka Set Todd Diya !!,2022-04-03T16:25:36Z,2751183,172071,2436
Happy Navratri 2022,2022-04-03T04:58:34Z,1399728,115017,2129
Bhai Kya Banda tha yaar !!,2022-04-02T09:28:36Z,2194120,152915,2432
Rashi's Final Day in School,2022-03-31T19:25:05Z,1810583,135161,2399
Missed them So Much,2022-03-31T07:46:21Z,1707058,135460,2831
Professor se Panga...,2022-03-30T14:50:01Z,2135326,165056,2754
Rashi ka Nursery ka Report Card aa gaya..,2022-03-30T03:49:29Z,2124457,154623,2769
Humari Train mein Chori Ho Gayi,2022-03-29T05:49:09Z,4349174,243426,6519
Rashi met all the Youtubers,2022-03-28T10:13:57Z,2738636,189804,2870
Smart Jodi Ep 04 | Prem Patra auur Lipstick,2022-03-27T05:34:39Z,2191700,130495,1866
Humari Pehli Train Journey Lucknow-Delhi,2022-03-25T16:08:00Z,2924217,176152,3135
So Proud of My Wife,2022-03-24T06:57:54Z,3118070,218727,4276
Meri 'Ungali' Kat-te Kat-te Bachi,2022-03-23T16:30:57Z,1929585,133816,2861
Free Tickets for #TheKashmirFiles,2022-03-23T05:11:36Z,2234691,206675,9488
Old memories | Moo Baa.. La La la,2022-03-22T03:29:41Z,1571554,119110,2191
Gayi to Shoot pe thi Lekin Raaste mein ... ?,2022-03-21T03:22:32Z,2028718,148540,3601
Smart Jodi Holi Episode with Rashi and Pihu,2022-03-20T05:48:51Z,2177721,131858,1771
Happy Holi 2022,2022-03-19T17:00:23Z,2857241,180990,3075
DU College mein Mini Holi,2022-03-19T10:19:40Z,1741037,136887,3174
Malad Station pe Kya 420 Katwaya ?,2022-03-18T12:00:06Z,1777611,130868,3177
"Going to the Beach Again, to find her Sand Castle",2022-03-17T10:18:28Z,1981786,135545,2508
"My Family Struggle from ""Undivided India""",2022-03-16T05:08:04Z,2584521,151269,4075
@TheOfficialJacquelineFernandez Invited Us to her House @Shaanmuttathil,2022-03-15T07:35:29Z,7562393,368105,6918
Phone Gayab ho Gaya.. Lost All Data,2022-03-14T05:17:07Z,1745823,135189,3377
Smart Jodi Shadi Episode 02,2022-03-13T04:57:08Z,2708053,162767,2343
Aaj bhi Apne 'Kacche' Khud dhone padhte hai..,2022-03-12T16:13:00Z,1681084,139388,3186
Ghar pe hi Ear Piercing Karni Padi,2022-03-11T09:04:46Z,2398814,160493,4732
Ankit Tiwari's Birthday Party,2022-03-10T16:07:49Z,2407805,169452,2766
Isko Kaise Pata Chala ?,2022-03-10T07:34:37Z,2068917,140978,2348
Maa Se door jaane ka Gum,2022-03-09T04:41:47Z,2247692,153542,2131
Mumma ko Kaan mein Bolo ki 'Papa ....... ' ?,2022-03-08T08:51:42Z,2052139,150992,3063
Pehle Din College mein Complain Ho Gayi..,2022-03-07T17:48:17Z,6979119,368816,11566
Going to my College First Day | Delhi University,2022-03-07T03:39:06Z,3261162,237991,6109
Jaake Doosri biwi Le Aa Fir,2022-03-06T09:50:13Z,3528795,197644,4349
Rashi ka Behaviour change ho raha hai..,2022-03-05T16:05:42Z,1959769,144164,2824
Dance Rehearsals for Smart Jodi Ep 02,2022-03-05T06:42:29Z,1993188,120492,1468
A Fun Evening with Sadhguru,2022-03-04T16:23:28Z,2677691,183560,3864
Bike Ride Motovlog with @sadhguru  Ji,2022-03-03T16:39:15Z,2168821,165283,3214
Going for Rehearsals | Smart Jodi Ep 03,2022-03-02T12:04:12Z,2375247,157590,2948
Kahi Rashi Bigad Na Jaye...,2022-03-01T11:46:11Z,2574522,165223,3202
Rashi ne Shoot mein Dhamal Macha Diya,2022-02-28T17:23:06Z,2196324,175429,3390
Smart Jodi Ep 01 | Our TV debut  @starplus,2022-02-27T09:52:34Z,4844402,293279,6714
Rashi started Crying for Pihu,2022-02-26T03:43:32Z,1984034,140269,1841
Kamar Dard ke Upay,2022-02-25T04:36:59Z,1933727,131923,1953
Cricket in Kanpur with Adi and Papa,2022-02-23T17:48:21Z,1469727,125060,2249
Ab Operation karwana Hi Padega,2022-02-22T16:44:00Z,2707129,178023,4023
Finally Took a House in Mumbai,2022-02-21T15:58:17Z,2725751,176778,7221
Haryana kids Vs Kanpur kids,2022-02-21T07:22:44Z,1632672,124411,2276
Mumbai Again for Dance Rehearsals,2022-02-20T06:53:50Z,1736508,130802,2358
Papa ke Saath Naya Jugaad Lagaya,2022-02-19T11:29:21Z,1617840,137507,1649
Shadi ke baad Yahi Hota Hai !!,2022-02-17T16:52:02Z,1758669,148970,2410
Locked outside our Apartment,2022-02-16T16:52:55Z,1538728,136122,2731
Looking for a New House in Mumbai,2022-02-15T12:49:01Z,2593055,182595,3736
Mumbai ke Hotel Mein hua bada Problem,2022-02-14T17:27:06Z,2012487,168682,2209
Uniform After a Long Time...,2022-02-14T06:11:47Z,3264739,191897,2671
Chori Pakdi Gayi...,2022-02-12T16:52:50Z,1499797,127114,1929
Shooting with Family for a Big Project !!,2022-02-11T12:58:43Z,1663463,139202,2320
Abhi Se Badi Behen ke Raub Maarne Lagi..,2022-02-10T18:07:47Z,2308195,148774,2848
Rose Day,2022-02-09T14:41:57Z,1730749,148880,2632
Our 6th Wedding Anniversary,2022-02-08T16:47:36Z,2323640,196082,6808
Halat Bahut Kharaab Hai !!,2022-02-07T07:42:59Z,2505640,201297,9948
Bad Accident at Home | Unable to Walk,2022-02-06T11:43:32Z,2055482,153544,6054
House Party,2022-02-05T17:06:00Z,1860931,149005,2932
Mau ka Royal Treatment ho Gaya Aaj,2022-02-02T18:14:52Z,1952605,154538,2699
Madam Lift Dedu .. Please. ..,2022-02-01T16:46:46Z,1941986,178093,2600
Online Class mein Sabke Saamne Bol diya..,2022-01-31T17:53:53Z,1829147,145543,2844
@FlyingBeast320 boring vlog...dont watch it....,2022-01-30T17:47:24Z,1814556,162827,4417
Kaam Bigaad ke yaha Chup gayi,2022-01-29T17:35:28Z,2332974,161212,3179
Should we Risk it ?,2022-01-28T15:09:05Z,1798925,149294,4767
Our New StartUp Journey Begins,2022-01-27T15:29:41Z,2375325,174774,3727
Reached Indore,2022-01-26T16:31:38Z,1702200,142230,3226
Airport pe Bach Gaye Bezzati se..,2022-01-25T17:11:49Z,1743672,144986,2582
Working on Our Secret project !!,2022-01-24T16:54:21Z,1928782,156257,4811
6 Lakh Ka Fraud ho Gaya Mere Saath,2022-01-23T15:21:04Z,3254048,214783,6157
What she Did with Street Puppies,2022-01-22T10:29:21Z,1676096,169149,3341
Is it  a Murder ?,2022-01-21T06:51:07Z,1730191,137047,5465
Mau ki Fatt li,2022-01-20T17:55:18Z,2913684,196341,4196
Finding a New House in Lucknow,2022-01-19T05:12:58Z,2849852,185758,3776
Should Marital R*p€ be a Crime or No ?,2022-01-17T17:51:47Z,1462030,132971,4551
Lohri Celebration in Kanpur,2022-01-16T17:05:04Z,2064677,185445,2964
LLB College ka Pehla din,2022-01-15T16:05:03Z,1646132,145656,3194
Mau ne khaya Pyar mein GF se Dhokha,2022-01-14T17:40:20Z,2485161,182011,3801
Airasia next Court Date ?,2022-01-13T17:32:44Z,1743413,143984,3692
Itni Strict Teacher,2022-01-12T17:46:37Z,1868836,142505,2939
Ab Jaake Sach Bola Isne,2022-01-11T17:13:56Z,2124184,157925,3216
Phooldevi ke Ghar Pahuch gaye,2022-01-10T17:52:22Z,1844180,163596,4073
She has Started Fooling Me..,2022-01-09T16:11:13Z,1825523,145470,2472
Rashi Singing and Dancing for Pihu,2022-01-08T15:08:42Z,1865931,141775,2994
Are Bhai thoda Dekh ke..,2022-01-07T11:41:26Z,2230406,169475,3587
Mau ne Creche Mein Bezzati Kara di..,2022-01-06T12:35:29Z,1979190,149816,2448
Ghar aate hi Matargasti Shuru,2022-01-05T17:16:44Z,1698578,146680,2401
Kya Landing Maari hai !!,2022-01-04T17:59:48Z,2168019,172423,2828
Kya Darpok hai yeh !!,2022-01-03T08:55:02Z,3130857,215714,2844
Rashi ko Dhoke se le Gaya,2022-01-02T16:18:24Z,3172110,199311,2662
"Madam ji, Yeh Ramp walk kaha se Seekhi ?",2022-01-01T15:42:39Z,2500049,178230,2670
Best Experience of Our Lives in AlAin,2021-12-31T16:31:30Z,2653402,183408,3852
Uber ne Dil Khush Kar Diya,2021-12-30T14:25:06Z,2218174,173488,3479
Yeh Giraffe Utaawla Ho gaya,2021-12-29T09:38:08Z,2348362,181929,3380
The Luxury Trip of Abu Dhabi,2021-12-28T04:02:39Z,3177637,233497,3507
The Most Amazing trip of 2021 begins,2021-12-27T04:34:12Z,3491389,234577,2942
Garam Chai se Poora Haath Jala Liya,2021-12-26T05:17:24Z,2758595,195207,5610
Humari New Bike in Lucknow,2021-12-25T05:33:18Z,2563811,197195,2820
Madam ki Demands,2021-12-23T15:27:36Z,2651059,200523,2899
Fir se Lips Fatt Gaya,2021-12-22T16:25:19Z,2422785,193798,3203
A Fresh Vacation Begins !!,2021-12-21T14:36:34Z,2553860,202099,3590
Papa se Baate karne Lagi hai,2021-12-20T10:13:35Z,2918391,193252,3240
Poori Class ke Saamne Daant lag gayi,2021-12-19T13:48:53Z,5202053,267489,7307
Bawal Macha ke Rakh diya hai Ghar pe,2021-12-18T13:05:13Z,2117518,168547,3869
Mau wants to Grab the Baby,2021-12-16T16:17:10Z,2461060,201256,3679
Rashi Did this when No one was Watching,2021-12-15T14:42:24Z,2412865,187036,3027
Never Do this on a HIGHWAY !!,2021-12-14T16:36:19Z,2355889,203439,5338
When we Met Mau After so Long,2021-12-13T15:27:25Z,2711705,241348,4571
Rashi Secretly did her First SOLO VLOG,2021-12-13T05:49:10Z,2844620,296771,7077
Not Easy for Dad's When Mom is on Leave,2021-12-12T13:26:15Z,2180291,177360,3312
First Day to my Law College on Harley Davidson | Delhi University,2021-12-12T04:00:39Z,5299471,372228,9078
How Kanjoos Papa Saves Rs 200,2021-12-11T10:17:43Z,2165610,198367,4036
Our New SuperBike Delivery,2021-12-10T10:06:04Z,3368128,277593,6128
Subah Sab Achanak Mere Room Pahuch gaye,2021-12-09T16:35:20Z,2156112,178829,2996
Bhatinda to Chandigarh Road Trip,2021-12-09T05:33:19Z,1985547,171687,4304
Bhai ki Shadi in Punjab,2021-12-08T07:10:59Z,3768798,277360,5652
Kya yaar...BMW thook Gayi,2021-12-07T07:47:00Z,4036366,284053,5052
7M Special.. Booked my New SuperBike,2021-12-06T09:11:03Z,3086605,273504,5050
Meeting some Youtube Friends,2021-12-05T16:51:44Z,2511228,211356,2941
First Visit to my Law College,2021-12-05T03:30:09Z,2901411,259449,4529
First Time with Both My Daughters,2021-12-03T05:30:01Z,2934344,249988,6227
In Aunty ne Majboor kar diya,2021-12-02T10:24:50Z,2391257,218327,4881
College Jayenge Nayi Harley Davidson Bike pe..,2021-12-01T11:38:28Z,3726289,290609,21783
Pihu's Face Reveal Vlog,2021-11-30T16:39:47Z,3096530,298819,8873
Nayi Trip Shuru,2021-11-28T12:33:03Z,3076743,256098,5810
Changing legal Names of Rashi and Khushi,2021-11-27T04:18:46Z,3019912,210451,3932
"Ab is ""Youtuber"" Mein ab Attitude aa Gaya | IMP",2021-11-26T09:17:17Z,2520254,223527,4581
LLB Law Final RESULT Declared,2021-11-25T06:51:02Z,4016337,427176,28164
Taj Mahal se Nikalna Pada,2021-11-24T08:44:04Z,2253724,181763,4323
Mumma ka Saara makeup Barbaad kar diya,2021-11-23T05:15:21Z,2497020,187068,3857
Celebrating Ritu's Birthday in Agra,2021-11-22T17:20:42Z,2638971,205111,4962
Planned Surprise trip for Ritu,2021-11-22T10:52:01Z,2661149,228463,4788
Result Day | Everyone thinks mein Fail ho gaya,2021-11-21T04:44:43Z,3424201,274536,5158
Ready for the Big Event,2021-11-19T05:08:02Z,2706937,205945,5232
Dekho Yeh Maharaj Ne Kya kiya ab,2021-11-18T05:53:02Z,2286938,186054,2756
Rashi and Khushi ki Bonding,2021-11-17T09:59:10Z,2612720,210764,4157
Met Adi in Kanpur after so Long,2021-11-16T11:44:28Z,2587963,208662,3763
Planning to Move back to Delhi,2021-11-15T08:56:06Z,2691191,209740,4860
Sorry Mau..Karna Padega...,2021-11-14T16:42:37Z,2322632,180577,5355
We Promised Mumma to take care of 'Khushi',2021-11-13T16:48:20Z,2574677,202790,4168
Mau ne Society mein Aatank Macha Diya,2021-11-12T11:38:07Z,2979844,234067,4814
Yeh Humara Roj ka Rona hai..,2021-11-11T12:58:22Z,2335749,189592,5315
I Lied to her.. felt so Bad,2021-11-10T12:30:10Z,2957878,241120,3911
Bhai Dooj with Family,2021-11-09T13:05:26Z,3209693,223657,3739
LLB Entrance Final Score Out | Ritu Surprised,2021-11-08T14:30:11Z,5886896,497453,16445
Happy Diwali with Family,2021-11-07T14:03:13Z,3333928,267534,5673
Sara Pollution Diwali Firecrackers se hi kyu hota hai ?,2021-11-07T07:26:35Z,2403629,272721,18360
Mushkil se Mota Chooha Fasaya,2021-11-06T09:14:16Z,2943818,229537,6935
"Rashi, Har baar Zidd Nahi",2021-11-05T13:31:36Z,3510255,306892,6298
Not at All Easy to Handle 2 Kids,2021-11-04T08:13:08Z,4279753,274766,5079
Khusi ki Diaper cream se Makeup,2021-11-03T12:01:28Z,3038513,235694,3795
MotoVlog with John Abraham in Mumbai,2021-11-02T12:35:49Z,8935093,623584,11265
John Abraham Shows his Bike Collection,2021-11-01T15:17:03Z,19978013,1021634,23150
Papa ko Pagal banana Seekh gayi hai yeh,2021-10-31T10:30:53Z,3328796,295088,7383
"Extra Marital Affairs, after a Baby",2021-10-30T15:06:37Z,3970465,307033,8778
"Poori Society ko Bula Liya, Paisa Barbaad",2021-10-29T06:19:13Z,4645954,398705,9525
Rashi's Behaviour is. changing,2021-10-28T10:47:18Z,4128372,321254,8285
Welcome Home Khushi / Pihu,2021-10-27T13:21:17Z,5039912,383166,15684
Rashi Meets her Little Sister/Brother ?,2021-10-26T11:23:09Z,7329371,524212,26967
"Had to Rush to the hospital, Acute Labor",2021-10-25T12:10:57Z,9057500,600700,57651
This is NOT the end of Life,2021-10-24T08:59:19Z,5415724,375251,12678
LLB entrance exam Result  aa Gaya..,2021-10-23T17:13:37Z,4535759,342481,9910
"Ritu got False Labor, I panicked",2021-10-23T05:03:56Z,2900233,269654,6024
Delhi Trip for Chota baby,2021-10-22T16:09:07Z,2411185,241150,8705
Exam Result aa Gaya [Prank],2021-10-21T14:23:03Z,2525901,218237,7246
"New Bike Modified, Subscriber ne Bchaya",2021-10-20T08:02:42Z,2358825,193926,6014
We made our own Ravan on Dussehra,2021-10-18T07:20:20Z,2983438,217757,5076
Finally Hume apne Ghar ka mila full Control,2021-10-17T16:31:48Z,2561227,202397,5055
Chitiyo ki wajah se Yaha Aana Pada 🐜,2021-10-17T07:09:38Z,2593697,197650,4518
"Had to Leave Mau, Excessive Ants Problem in House",2021-10-16T10:15:45Z,2710128,197835,4317
Sabke Saamne aisi Bezaati Kari meri...,2021-10-15T09:20:39Z,2508994,204397,5350
Ritu ki Goad Bharayi,2021-10-14T13:57:14Z,3083887,242423,6048
Rashi ka Surprise on Dadu's Birthday,2021-10-13T16:21:14Z,2598536,218137,4562
Mall Mein Sabke Saamne Full Drama,2021-10-12T08:21:02Z,3965079,262800,5811
Mau ki Special training Starts,2021-10-11T06:10:21Z,2364788,196404,4267
Rashi's First Day to School,2021-10-10T10:43:29Z,3436794,274426,7559
Shopping for Baby Beast #2,2021-10-09T08:56:24Z,2521091,180118,3976
32 Lakh ka Fraud !!,2021-10-08T11:59:25Z,4216456,377034,16982
Sabse Sexy Kaun hai ?,2021-10-07T13:30:24Z,2012476,175116,5785
Dhindora Shoot Mumbai with Youtube Family,2021-10-06T10:12:11Z,8249638,592564,9453
Bhagwan aisi Financial Crisis Sabbko De,2021-10-05T08:05:28Z,3220662,283677,7067
Iphone 13 kyu Nahi Mila Hume,2021-10-04T05:30:10Z,1991843,177183,2673
"Gifts by Youtube, Instagram and Netflix",2021-10-03T05:30:00Z,2624744,218777,5512
Jab LLB Exam dekar bahar aaye...,2021-10-02T06:14:18Z,4881890,341495,9028
My LLB entrance preparation story,2021-10-01T03:30:05Z,2225182,187807,6905
The Talented Mom Daughter duo,2021-09-30T03:30:00Z,2284186,208892,5070
Sab Kuch try kar Liya ab to..,2021-09-20T15:42:24Z,2996121,258852,13137
LLB Entrance EXAM DAY,2021-09-11T12:48:14Z,3210427,271829,14213
Happy Janmashtami,2021-09-01T09:46:13Z,2840535,207144,7173
Problems of a Bodybuilder,2021-08-31T10:17:28Z,2490847,195304,4050
Janmashtami Dance (might delete later),2021-08-30T14:41:29Z,3139907,315386,13522
Bringing Mau Back From his Creche,2021-08-30T08:05:05Z,3003494,244217,6324
Lucknow Street Shopping for Janmashtami,2021-08-29T11:30:00Z,2148193,178885,4382
Floating Breakfast,2021-08-28T17:22:36Z,3599751,249890,4655
The Best Family Time,2021-08-28T05:06:20Z,2758399,218795,4404
CRAB Race in Maldives 🦀,2021-08-27T06:29:47Z,2303501,306868,4693
In the middle of the sea with Family 🐟,2021-08-26T11:11:52Z,3353339,250448,5824
Unforgettable Fishing in Maldives 🐟,2021-08-25T03:30:05Z,4423126,296899,7954
Our King Villa in Maldives,2021-08-24T10:49:41Z,5597219,308823,7778
Reached Maldives on our Charter Plane,2021-08-23T03:36:16Z,4296927,311797,5929
Trip Start se Pehle hi Ladayi,2021-08-22T04:45:47Z,2923176,214911,4905
Girlfriend ne aisa kya bol diya Isko,2021-08-21T04:30:05Z,3047709,217946,4921
The Magic Sand,2021-08-20T03:51:38Z,2461895,189922,6880
Instagram Queens,2021-08-19T07:20:36Z,2131241,173979,5534
Bhaiya ne to Mauj kar di,2021-08-18T08:14:55Z,2092585,186585,5737
Important Family Ritual Done,2021-08-17T06:22:39Z,4006015,257039,6901
Independence Day,2021-08-16T05:55:25Z,2322249,182689,4498
New Bike Damaged. No one got Hurt,2021-08-15T06:01:26Z,3165321,201477,6964
Shopping for Maldives Trip,2021-08-14T10:22:38Z,2294655,184136,5579
Pehle Naak Mein Dawai Dalwao,2021-08-12T08:06:52Z,1797378,154831,4494
Dadi ko Rula Diya...,2021-08-10T09:29:24Z,3252758,269161,7758
Saawan Ke Mahine mein..,2021-08-09T11:09:28Z,1901755,170693,4365
Itni Jaldi Jaldi Kyu Badi Ho rahi ho,2021-08-08T08:30:19Z,2047962,183586,4250
Mast Bike Hai Yeh to,2021-08-07T11:03:57Z,3521510,280422,5465
New Bike Delivery,2021-08-06T08:00:21Z,3916177,266140,6477
Mau Bhaag Gaya,2021-08-05T07:48:19Z,2661544,217128,5545
Buying a New Bike,2021-08-04T05:56:15Z,4620262,374327,17501
Happy Friendship Day,2021-08-03T07:02:42Z,1888798,169987,4689
QUITTING DAILY VLOGS,2021-08-01T03:03:32Z,2621793,252392,9182
Kuch Bol bhi Nahi Sakte Inko,2021-07-30T08:13:46Z,2233445,217077,6492
Sirf Ek Chocolate lene ke liye.,2021-07-29T07:41:37Z,2548864,213347,4568
Haste Haste Daant Gir Gaya,2021-07-28T06:56:27Z,2507636,196391,4607
Pata Nahi subah se Dono Kya Dhoond Rahe hai.,2021-07-27T06:57:49Z,2217802,175568,4357
Yeh Kya Bana Diya aaj,2021-07-26T04:09:38Z,2536801,225682,4979
Is Umar mein Itni Shopping !!,2021-07-25T11:11:24Z,2949659,220204,4964
Kitni Bawi Ho Gayi Hai..,2021-07-24T06:09:20Z,1782055,172924,6194
Pitayi Ho Gayi Aaj,2021-07-23T06:27:16Z,5344170,333852,9258
Found my Underwear in Society Garden,2021-07-22T08:02:42Z,2322814,203465,4891
Kitne Gande Bartan manjhe hai,2021-07-21T06:51:53Z,2594128,200383,4691
Bhabhi Left us..,2021-07-20T05:35:33Z,3325886,264151,7537
Great Success !!,2021-07-19T06:17:58Z,3257744,238658,5609
Monkey came Again and Poora Khoon Khoon Kar Gaya,2021-07-18T07:01:05Z,3353198,258824,7089
Got the Best Laptop for Youtube,2021-07-17T05:19:34Z,2532020,227270,5206
6 Million Celebration,2021-07-16T05:06:21Z,2876692,279690,10727
Shocked to enter our House after 15 Days,2021-07-15T03:58:28Z,2931985,218602,7500
Home tour of our First House in Kanpur,2021-07-14T03:30:06Z,3363601,227183,6094
Har Family ki Samasya ?,2021-07-13T05:36:00Z,2943263,246364,6822
Finally I flew Again on my Birthday,2021-07-12T04:20:44Z,5892807,494942,15116
Kuch bahut bada Hone wala hai..,2021-07-11T08:51:31Z,2723652,228014,14149
My Big Birthday SURPRISE !!,2021-07-10T16:38:36Z,3484716,327764,18701
Badly Pranked @souravjoshivlogs7028 on the Last Day,2021-07-10T08:29:44Z,8876178,442183,11188
@souravjoshivlogs7028 Dhoke se kaat di,2021-07-09T06:57:17Z,4446384,279337,12330
Kitna bada Acting baaz hai yeh,2021-07-08T15:00:26Z,5270168,280431,5829
Pool Party with @souravjoshivlogs7028,2021-07-07T17:15:33Z,4445670,283098,7155
"Reached ""Flying beast Villa' with @souravjoshivlogs7028",2021-07-07T03:30:06Z,4106364,279073,5481
@YoYoHoneySingh  paji tried Vlogging with us,2021-07-06T12:41:47Z,5334580,366259,6931
Bhaut Girne Padne ke baad bhi nahi hua..,2021-07-05T17:10:27Z,2251003,172602,3602
Shadi ke Golgappo pe Jo Jhapatta Maara Isne..,2021-07-05T05:18:39Z,3845009,239979,4437
Rashi ka Naya dost,2021-07-03T18:08:55Z,2381768,170293,3675
Dost ki Shaadi,2021-07-03T05:17:31Z,3082673,224743,4599
Finally Rashi meets her Best Friend Manya,2021-07-02T05:31:38Z,2014408,150763,3097
Raat ke 3 baje Poore Ghar ki Safai,2021-07-01T16:33:24Z,2036530,155522,4486
Chale Puraane Ghar,2021-06-30T18:28:23Z,2279632,176439,3613
Our New Pro Drifter Car,2021-06-29T14:16:18Z,2941947,201697,4966
Met Him Again After So long,2021-06-28T19:04:02Z,2617868,203576,4300
I became her baby for a Day,2021-06-27T17:19:33Z,2002779,191475,4563
Is kehte hai Desi Jugaad,2021-06-26T15:54:26Z,2216955,166340,4844
Poora Dance prepare Kiya khud se..,2021-06-25T19:12:48Z,2069912,163007,4700
Who did it better ?,2021-06-24T17:29:42Z,1629750,160301,6566
Kanpur Ghar ki Chatt,2021-06-23T17:14:06Z,2492834,165013,5562
Aaj Yeh bhi Kaam Kar liya..,2021-06-22T17:42:37Z,1789717,147921,3725
Best day as a Father,2021-06-22T02:13:47Z,2622106,212705,6249
"Kitna Samjhaya but Poora ""Surprise"" Chaupat kar diya",2021-06-20T17:52:05Z,2519717,171282,4047
Totta Udd.. Maina Udd..,2021-06-19T18:21:18Z,1885747,153833,4215
QnA with Mummi Papa,2021-06-19T06:07:42Z,1861127,157690,4272
Dadu bhi fail ho gaye..,2021-06-18T06:48:36Z,1958862,162122,3432
"Dada Dadi , Rashu ki Nakal Utaarne lage..",2021-06-17T07:00:30Z,2152992,159648,5097
Big Surprise !!,2021-06-16T06:55:48Z,2378568,184701,6015
Kaamchor Bacche..,2021-06-15T07:02:41Z,2291673,170258,5790
"Jab mein Badi Didi ban jaungi, tab Pitti karungi",2021-06-14T05:18:27Z,2532238,183882,4727
Please Papa Bahar chalo Paani Mein 🌧,2021-06-13T06:57:12Z,3645810,236027,6448
Paani Paani Shoot With @badshahlive @TheOfficialJacquelineFernandez Jaisalmer,2021-06-12T14:50:53Z,7808337,437090,8667
Ek Baat Batani Thi .. (Imp),2021-06-11T18:24:41Z,2206931,192970,9397
Maa auur Beti ko Aapas mein Ladwa Diya,2021-06-10T18:55:35Z,2607741,198471,4930
Itne Maze kabhi Nahi Aaye..,2021-06-09T17:16:51Z,2637274,209010,6514
Family Picnic after so Long,2021-06-08T18:09:11Z,2323455,179742,5502
